FFIEC_ID	LEI_ID	TYPE
155245	5493007FEZMD57PPUX87	TP
3551521	549300NPM2PMVAJ1FG63	TP
3288742	549300JJ2N43QUQ7KA65	TP
40499	549300E0KRXI8PZWAO17	TP
529958	549300KW705BBINDIZ26	TP
146672	SS1TRMSN6BRNMOREEV51	TP
591366	549300CUL44QXBGFJM68	TP
877369	FRQ78DFDYWMT3XY6UR09	TP
204004	5493004NH61PL6YYNH25	TP
526452	1R3J1KZ9NNIE2N0ZGX69	TP
1718469	PINLJ7T7GLTF48NFP863	TP
2483120	5493001BKQXBFIGO0375	TP
3029589	PS6WLKTYGZOKK05G5O59	TP
804963	QOT5WN9RBKQTFRVKEV31	TP
975751	549300BETDVFIX1YQN54	TP
2980209	C7HX62OF36KBJB6QPK73	TP
680813	549300YNUT7D0FWKU636	TP
3465226	549300K2M70MU2D2F940	TP
17464	549300QZ8DQOMSR0X302	TP
42420	VN1JLT1F3FLLVN3FZG89	TP
218775	549300XHSG1H176KM439	TP
976703	549300OTTCSOD5OCZ143	TP
297631	549300I2VXVEZZG4TK86	TP
928421	549300QBMI3P6JWI9Q86	TP
276850	549300BZTITCLMZ3TL46	TP
837608	54930040WE4NGYGGO143	TP
905673	549300QYX5EMLSR68B45	TP
663245	549300DPRWSBUY619V27	TP
425911	549300T560RY8NY4EY89	TP
3445769	549300ZIHY1Y2MBU0B67	TP
2339900	54930027CDXLJ58XBO36	TP
808176	H98JYKDFKFZ5ZPCSMT69	TP
642549	O4XVIZ10YPQYFKUKCF76	TP
3488579	5493008ETVHBTJEF0O91	TP
160614	N1YKEWO2IYPRS4742F57	TP
676656	XY18PUSROVLI5YR2I431	TP
780562	54930080UEKKDB3ZV365	TP
595869	FT6J43S06X6CLJ0R0B48	TP
614313	UBNR8NKAK8J9JL4NZF88	TP
127701	5493006FHBSPVG058U94	TP
2737775	T88TT6Y3QG6HJEJY1331	TP
2376	549300XRBLWUN6J76L65	TP
273336	549300H3F1P2EQW0FC36	TP
550635	549300NN5CG5Q640OV05	TP
675332	IYDOJBGJWY9T8XKCSX06	TP
497039	549300XQ8DRJT0OETE90	TP
845573	7G95BGMCIZTO8KTOM640	TP
590248	54930055WXO1SUC1AH62	TP
811046	II61D6IY86YZ37HBBL25	TP
1161029	47R61AB8TZC3DJ6KFU63	TP
755252	5493001WL16YUSR2TI47	TP
499453	549300F5TN705NCHGW39	TP
817824	AD6GFRVSDT01YPT1CS68	TP
2693264	54930037K28BC4GVBU20	TP
814430	GDN5JXQ4P5NZE28ZRC90	TP
852704	549300VUQ4KD10YTTM53	TP
12311	2WHM8VNJH63UN14OL754	TP
3449066	549300CPKDUJKREQRG38	TP
3577389	549300LCPAOSRFZLHG90	TP
900306	549300EE39SNC5DXTC46	TP
671464	549300F570XAWYN8Z237	TP
2339795	01ERPZV3DOLNXY2MLB90	TP
1002430	549300ZC90ZINB3GMG04	TP
139656	549300TJF420N3F01V87	TP
761806	WV0OVGBTLUP1XIUJE722	TP
391575	549300RV3BMT6ES6TO70	TP
339773	5493000NZZZU3GFIYL71	TP
874845	8Q77SW3KZ88P3GNX0T60	TP
125471	549300TN38DPH732VI61	TP
318974	549300DPWFIO1S3DF358	TP
2788656	549300YN7OQX9PTS2T45	TP
35301	571474TGEMMWANRLN572	TP
771609	549300OTLWFQPOOSC346	TP
3545324	549300I5ZJVMYPD2Z606	TP
507152	549300D3HXQOVIN2DA88	TP
14865	549300J0CQITHCF2G618	TP
327556	5493008IAHZ6J3B7UG66	TP
2634191	549300ESRQ6OLBB56N04	TP
3555695	UO9OLS10JM08QT2JPK48	TP
693345	549300E0S1LZYZ9QNX81	TP
3388165	549300RZD33JECHSZW30	TP
3025406	5493000YTI7GNGKKZX79	TP
2233875	549300U5SDGYPSPXZU37	TP
468806	549300LSZ443GPP9KV95	TP
726953	549300EI5LVWK1P20T09	TP
986672	549300FXDZ53L0PEI366	TP
671558	549300MU6FQRPD7FPQ11	TP
682563	G5AHTAP80NWA3Q8RDC78	TP
4160667	5493005LC6991GWTPI71	TP
1929247	8I3UVGYULPJQIP7FQV10	TP
547840	LBIZXW7X2N50PETIH863	TP
920854	54930002ZF7XTZGVKY26	TP
198831	549300IAV3GSO0Q2TD74	TP
340742	549300RIPPSJXAQKZ383	TP
188926	549300SCD1WKGSXEQ726	TP
220527	5493006HXEF6V2NZED40	TP
4210227	549300T7AIY7RU1YDP31	TP
1918344	5493007K6HGI9G0ECX16	TP
2757205	549300LBYGRKZX1SD516	TP
816603	549300HKYBSATM44Q425	TP
943974	5493004W7AEPOP0B0249	TP
663834	549300D4L76B477GHY32	TP
663955	549300S8PW45KP1BXG51	TP
3187612	549300AF1DMBPMDRP146	TP
480808	549300C603G213OGT314	TP
524971	5493002XHCZ94X8YST31	TP
2654911	549300GJUS3RD4RG4D56	TP
637451	549300OBLIP1F3NM5751	TP
1198641	S4RQY4YTWN2JKZV00916	TP
4114567	YWC0TIKBQM2JV8L4IV08	TP
78858	DXUAJPYZKC19LU073311	TP
1017939	T68X8LLAQYRNDV034K14	TP
101019	Z01RQ8BXBEV51Q8XKV43	TP
456960	ZMWZUQQ1ZOI7JWX8ET22	TP
884303	549300WU17K1CLH8VI32	TP
566056	549300NIXL7EJEGA5V78	TP
731247	549300ZWA6HRT4N1Z222	TP
2938198	CLHA5EVJO4FMZ2WOBV70	TP
3356191	54930069UB3VEGAQ9661	TP
139843	549300TWHZRVTZ8RYT46	TP
1000100	549300COSKD1GGV2KI91	TP
956956	549300575R17XN3DXK30	TP
126012	549300BCG3GN5VOLVG31	TP
765019	549300TTPNZTZH2PH447	TP
2608754	RM2F4G3WBQ8R9OKYRH19	TP
339858	FU7RSW4CQQY98A2O7J66	TP
3017081	549300AVXVQQHXPD8982	TP
2942690	VLP5AP0XK2GM6GKD1007	TP
862824	5493005YU2KR3MY1O053	TP
2966306	L8OE7P8XHYQYWFH4C498	TP
498317	549300JQGT4VX22XJ495	TP
697633	C90VT034M03BN29IRA40	TP
1456501	G1MLHIS0N32I3QPILB75	TP
2132941	549300FTS7TVGFDGUH88	TP
3317932	549300X03SL4SM0F3U87	TP
3804535	5493007IES1RWVUDDU23	TP
2451240	PVOAXTNJ8YETEURG1M80	TP
2797162	549300B6UWNP01JH6452	TP
671147	549300EP58VNEJR7BV48	TP
932978	R7JQ9JTCFHXBQU4XIT26	TP
3384952	549300SQ82MLLWN3PD61	TP
894553	VLHVLQUX4R784BFFBB27	TP
1002878	LVR1UQE8OOCO93IHEB52	TP
1718188	549300R07HMKT86V3034	TP
416245	549300O7SGM8FH65GQ47	TP
34537	5493006MCOP60BBI4G97	TP
23504	549300UWA74T8PF7KY34	TP
517900	JR5KI5OHGDQJ7QBQ7R81	TP
497570	5493000ZB0IHPJ66BJ32	TP
2882125	549300FLNLXXNEI0Y722	TP
652874	549300NWBS6MQJX15N44	TP
222754	549300ZTZPT51D3DK456	TP
2618780	38PG5GG0OEQK4QMSKE59	TP
3938186	BFLFJ4PXRGDML87ZYT33	TP
577128	I70W3N0Z6KOX8FYIH023	TP
764030	IUGPUX5LWRZ3B6KIZ697	TP
276579	8WH0EE09O9V05QJZ3V89	TP
419406	549300JEBULFT3BSU682	TP
499501	549300HK8HC6F50IC896	TP
2649122	549300TFPNF5ZPLD8I74	TP
802110	549300R4BMMMPSIGID30	TP
3150447	549300INFJ8TYNZ1G568	TP
2743244	5493006QG55R8V712J33	TP
2806626	5493008M6846E2FNAU09	TP
722544	5493006P0JVBBAHVXV08	TP
1394676	2MTSQ5CCMGGQ8GQ49R43	TP
577137	549300IGECXJZ184KV64	TP
786274	AH55RWHBL7W3I2HNEB67	TP
253468	549300TGUS6Y1N77GV58	TP
3428258	549300RU4FG8BPMQYM84	TP
758703	549300FHGNOLF14HHS09	TP
881478	549300Z2B4FHRYOXTS09	TP
302656	549300WYC8C6REMY4E38	TP
62772	549300X81DB0TLVVZF81	TP
2950677	549300SM3PTSE5SHTE15	TP
189745	549300BU5TSYOCF3Y655	TP
3384868	549300OMLBJBMQBGUD92	TP
2303086	549300E9CSI2EF22LK91	TP
659855	549300RFSMIRUODUVW59	TP
231242	UDCGBDS6R30RF1SS3P35	TP
142656	5493002VJU167HEIP518	TP
3688043	549300I8ZHP6YHTW4843	TP
485559	COOWI3L2W9TPYR3WJX37	TP
3404207	54930010ZG6EHTCJ1L21	TP
541101	HPFHU0OQ28E4N0NFVK49	TP
837260	SEOWCU674XO1FQ455O35	TP
208244	549300AT7EB9FJAF0E61	TP
428547	549300UDBUNBNEKR8J69	TP
1007846	KV8W1JTB8FZ821S5ED75	TP
489913	P75WI43B18E8SLP5FN93	TP
852320	JJKC32MCHWDI71265Z06	TP
131418	5493009FW6VEXI4KI776	TP
119872	549300QHFDNFAMLATM94	TP
140362	549300KRZPD4CJ340L77	TP
810919	EBUZWPCV9RVYQNH5Q559	TP
3783313	5493007V8ZEVXWVS3567	TP
3138146	SI7YQSVPFZBSQ878IC17	TP
3487518	D8SFNSSIDZMKUS9I1S65	TP
381343	549300PQQ811NIDWVF29	TP
436159	549300OBO7DOF2KOP535	TP
1387605	549300RBJCM5B02O5U05	TP
30810	X05BVSK68TQ7YTOSNR22	TP
210434	6PTKHDJ8HDUF78PFWH30	TP
1004368	I8KS22GGSAYBHFF4VN69	TP
3041974	BYS4YH6F43ZNH28P2D57	TP
494261	549300A7DTSCJLJ33451	TP
3885123	549300OU4HKFI36S7319	TP
200640	549300PCCKR7GKQPTC92	TP
703552	549300I23OUVH341T124	TP
213958	549300X6N7SHY5D9U195	TP
2941509	5493009MESRD4NE61I58	TP
214807	8EWQ2UQKS07AKK8ANH81	TP
140018	J26ETGOCF82NJ2H0D828	TP
497404	03D0JEWFDFUS0SEEKG89	TP
2399119	549300QE0UTQ8URVEL63	TP
865759	549300MREHQH0F0T2I60	TP
75633	549300HJ6QQ5CIYRRG60	TP
702117	5493009BOQDC6PCFR785	TP
481177	8AI385EP1ZJCMUOZ8022	TP
1009804	5493003XRX2RA8ES6W23	TP
825146	549300SNZET0P5BZ3J56	TP
850036	XC7Z0BA39TU7L1AKOJ12	TP
682611	4BI260ZXAJX587PHRX41	TP
852218	7H6GLXDRUGQFU57RNE97	TP
2328137	549300TC167ECI9SMC70	TP
529341	549300T9P3WXNMXX0I34	TP
60143	70WY0ID1N53Q4254VH70	TP
976226	5493001VT8SWB1RDE889	TP
4262534	3XATK28RYORGPDF31217	TP
197478	F28JOQ8OBWCFUYM0UX93	TP
463735	NSGZD26XPW2CUM2JKU70	TP
3967449	549300W73YLIBBL9LB22	TP
610539	5493002DGU50KCK0HF63	TP
1189993	549300D1R5SJ6KWBXT17	TP
980661	WWJYKHS2UNKSDW8XLB53	TP
557858	549300IXP5DNWSGY6F96	TP
1012055	549300G0IDC55BVNRC48	TP
3464827	549300GUX3D61YT1XE22	TP
606046	Q7C315HKI8VX0SSKBS64	TP
174321	549300HOJEG7WXFB2S62	TP
2515320	549300J3KQJDSZQIMM59	TP
407506	5493004D0Z2WQR26VL57	TP
978239	549300EDYVHHESU7CM72	TP
2182786	KD3XUN7C6T14HNAYLU02	TP
163549	549300TV5ZED3EINI708	TP
37640	5493002JDOI3GTNVUD76	TP
552161	549300PV2KIL739QYQ35	TP
657459	549300OR2C7AGDZFTS24	TP
22048	549300FDWHVG4HSERS14	TP
3045383	5493002IC8N66XNR2841	TP
3384318	549300LS4IRCYZSRMH20	TP
65858	D32W5EBLENJC27207O81	TP
3392292	549300UGQ6GXVVI0LW49	TP
2719427	549300IPOYGXY3GXY258	TP
656377	D38AC76TAMYI50NBPX33	TP
476810	E57ODZWZ7FF32TWEFA76	TP
3374878	549300FQO5YYLKGJU246	TP
7009	549300NEQHXUX4MZIH22	TP
266271	549300GJGUHNTC6JI536	TP
543570	549300WJXSL2OJPH5285	TP
3918898	FVPV0TNOIM6NUIE59530	TP
925710	GV3L7HZKX3X3DEETIJ25	TP
688079	5493007K4IDDY8NNT424	TP
2078290	0S8H5NJFLHEVJXVTQ413	TP
3686928	549300H8LK0AWIAODP34	TP
471217	549300MS62SMAGC38370	TP
936855	VNOO6EITDJ2YUEBMSZ83	TP
2298995	549300P7J9S1WSW4VU68	TP
3290240	549300U76XKUE05DV518	TP
660655	VEQ70DCTAI4TBBHPYI39	TP
77851	549300IQ5NY7CSJLZW53	TP
223331	MXUKQJKNI44KEXCGF743	TP
3640283	549300HIQJ154YH54I27	TP
197302	5493000GDQJIBPCUBG13	TP
452850	62QLBUYGD5B0HB0RFF84	TP
3696936	54930041WT62XX21KC11	TP
324975	549300B179BQ21VGC573	TP
165628	MV4O55SH8HO6KQSGW013	TP
4125778	213800TX819S6MWEJV96	TP
370271	VHLKBUIUPJO80FD9GE42	TP
591825	DRS5U96GYF4DI8R8IB07	TP
2920737	549300NYPTCONPN5C616	TP
130541	P7GC0W65KB5CEIHLDX81	TP
617024	5493004H3X38EFKDY349	TP
65513	5JQ7W3GWO8J5DAE5WR19	TP
723112	QFROUN1UWUYU0DVIWD51	TP
3216017	549300FOO7XNZ1564N12	TP
1908082	D0S7VONHO5DJC1B7FT48	TP
770657	549300AFD1IR7H2CES48	TP
680354	5493001BNJ1T5ZW02635	TP
2121196	03D0JEWFDFUS0SEEKG89	TP
2986407	HDU55UX4CXD9YSL1U194	TP
2253891	LKE37K2B8CFZUR7F9816	TP
435349	549300FGW4E7Z7GC5G03	TP
233031	EQTWLK1G7ODGC2MGLV11	TP
39475	549300P8FH608O3L5G64	TP
249612	549300N1UWZ4871DND44	TP
656733	YJMYTIGWK1HM7EQ06C15	TP
572374	1TMVIO1SD0RLIPEIW803	TP
856748	5493004EVKOLRF3JI477	TP
913753	549300AHVQ1LDFNP8P69	TP
320119	MWFSX38ED3OPH2LWN965	TP
450856	R6KJ2D7C3UT8OVTWHS39	TP
3394278	91HLU2VPP7Q03WTUCB02	TP
666657	5493004XDYR0YX20D907	TP
806378	54930068Z8KYBS473E83	TP
1863097	549300803MX5C2784J03	TP
121679	549300JZOEFUDT8C2R43	TP
413208	1IE8VN30JCEQV1H4R804	TP
1407932	8VPESZVIXN83ENVWIB56	TP
676478	549300VDK2EPK7QQKY80	TP
2858960	24C4CXKSJUS7LUHQN688	TP
633501	549300RA8FPV4K1HE018	TP
112837	207ALC1P1YM0OVDV0K75	TP
481355	5493003WQV0QHEDQ2O77	TP
878898	549300I0C7TLHQLQDH91	TP
237619	549300256FCWXUM5FR50	TP
30418	5493004QLW8HUNLEZR31	TP
473501	549300LR1ZETOWYE9Z89	TP
67151	5493009EEWZ9S4F2BE94	TP
91156	549300X3VEC3VD7AID47	TP
991340	LCUAWMT4M5H8DJ8DFH49	TP
888002	VMDPCBOQ43W3PZTYZL93	TP
2730431	549300MDL55QYY567K46	TP
426534	EFBDHEMMHTWI378O4988	TP
613307	N4662XQCE3KKIZ6EZS08	TP
3407084	549300AOIO8T2YCYTS56	TP
28675	549300WUAFVZR9Z4BL92	TP
2354985	6UHRKD73G36IZYN3FC43	TP
3142358	549300FHEF6GQ6943A29	TP
451965	KB1H1DSPRFMYMCUFXT09	TP
121651	549300T6478PB8BCDW25	TP
280110	HUX2X73FUCYHUVH1BK78	TP
3357620	213800YZ9JIXS1NF1M60	TP
212465	OX3PU53ZLPQKJ4700D47	TP
727473	549300QWJEQUXIN3O036	TP
19730	549300PBYPELTFRZ1M19	TP
846619	549300UL8PI3UKDJT092	TP
97804	5493002578XYSRFY2C51	TP
154257	3P2Y4GC1ZTNP4KZ4JK76	TP
749242	5493002RF1ERFA2XR050	TP
2729677	5493003G27DB6UYPQZ06	TP
395238	DX0JX77PRMOELF7VG772	TP
83638	UPMVBH3EU3LS6P1KR697	TP
200378	549300IBHVRZNE4YFN80	TP
782306	549300TR6MWKSIOP3B72	TP
933377	5493004LN4GS7BNXIO13	TP
121642	549300SFG15JDKI5MD22	TP
739560	5493006F1N8E3EEF3W63	TP
2193616	ZXMJHJK466PBZTM5F379	TP
122854	549300YCCZTMBHGTNQ79	TP
595270	337KMNHEWWWR6B7Q7W10	TP
645625	QGPGHQ1ENZOOLJRFTH41	TP
978369	5493008GRGUXL5U4WD49	TP
667757	D8RBTOL3JO2Q6IEO0F34	TP
4041421	549300SGSDB4HQJSLK07	TP
30874	549300C4RBXDWF66NO55	TP
3303917	549300LH0RW78R3R3Z48	TP
1842065	FDXQ75GPEQKRPWABYN63	TP
972769	5493006M92CTH268XC58	TP
203418	549300Y0GC16EB3RYF71	TP
2434113	562V2SM4I80MJO5HYB83	TP
229801	KI0VI4JRMCIJ329YTN75	TP
783648	549300SKTBTC2QFDKG02	TP
2508751	C398JSK21YCXWM603F55	TP
2044811	549300S5LHMBX3WRT314	TP
143662	IFQSIUC9AGQV2NE8CN25	TP
914648	549300BR7OTD25RTS027	TP
3275939	5493000V7431YLIMOX56	TP
3594005	5493005XMSZYL5SAEF41	TP
2716547	549300JQF3XG9BOTU430	TP
1190476	K0ZDN2CBIQC0EHBKNK35	TP
311845	COINQMNIM6RBU631DD85	TP
831008	5493006RLUL4IL56SC31	TP
3294583	549300BKE6IT7LYIF705	TP
30502	549300MKT4KNKP08CQ45	TP
434203	5493003XLOX5FDT9R120	TP
3284780	549300361WHGAHSILK98	TP
58243	IWRZQFYIRJ0IMURZBB68	TP
474919	DZC62HF6UIZYJ08V1J90	TP
480228	B4TYDEB6GKMZO031MB27	TP
507509	549300YFPHIE78XPP635	TP
3715444	549300CF5UDGUFHYM827	TP
936426	MCXHCL35UUWDZK7NCQ61	TP
663058	549300R9B3X06XL9UX62	TP
3153288	SE6O2F08R0YOOHH9J397	TP
715340	549300FN26DK7DGUPD51	TP
915878	5493008CPTDVOS570626	TP
958204	549300HQW3FSOL75WC88	TP
423458	MWOHLJHB72MKNNDQ3H72	TP
552545	5493008LMXP14HBMBK78	TP
2652092	WVM1F03F86RQLLTEVE84	TP
340144	549300RBWA4J4QTPSY69	TP
2736291	549300E0WPRCJMXMUM09	TP
60330	5493002XCPKQYCZ56W55	TP
699132	549300N658TLIZB8CF43	TP
934271	IU1P7O89MSP4K6Y6VK10	TP
84541	5493007B7MEWKMDWUZ73	TP
491224	L9VVX1KT5TFTKS0MLF66	TP
3404506	54930084GJFEXBIOGU45	TP
1157415	549300R1VV53RGPW1Q44	TP
509950	549300DMHEHNYZ2OLB41	TP
1386251	549300MNZECUR067HB12	TP
379920	N8T7HW55LK5D2ORCKP39	TP
259330	549300XARD788LSGZW76	TP
399517	549300NBFK4GO76FTE84	TP
28406	FJMKG323P0YU76XURH25	TP
853112	549300Y7OEG60MGTKK54	TP
282329	549300OTYZDWMW1XN290	TP
384278	Q708HHR4LD2B7XIZNO92	TP
3051432	549300297VFX2DVI1103	TP
361055	5493009SXBJ8LKIU7Q54	TP
810777	549300V3ZIDKPJ5RPX64	TP
2142155	549300DWS85AHLUZHB50	TP
340135	549300CTISSNREVLNO46	TP
340256	549300M3TJGNW53OWQ30	TP
781028	5493002ONSVZNJT6QU36	Ambiguous
1436204	549300EGL1VV7LY0QU69	Ambiguous
2017570	Q3560M7RTPLRHV4FK722	Ambiguous
2736219	5493007891WU2YYMW741	Ambiguous
688079	549300RFXISSEVCFN040	Ambiguous
4149037	549300FKJGCBYVH2RK39	Ambiguous
4149037	549300ZPD8P1OXJ9DK52	Ambiguous
4149037	549300661FWW7O5FSG51	Ambiguous
4149037	549300K1S4NVQMRZNO91	Ambiguous
352772	WE0I402RW25AU38DTI13	Ambiguous
2787770	549300XV8D5BHDJZY155	Ambiguous
961624	549300MSU5WVAU4ZN645	Ambiguous
3628777	5493002PPW1F5M41QU30	Ambiguous
4536084	549300R4XILOL7HDRE77	Ambiguous
636771	20TVKH7M13MUBGE80C53	Ambiguous
606046	549300E1ZDLMV15YAF94	Ambiguous
403946	YQI2CPR3Z44KAR0HG822	Ambiguous
3390337	549300LNRYUUM1W06R88	Ambiguous
52719	MLDY5N6PZ58ZE60QU102	Ambiguous
3536407	549300KCT38P2S5TRP15	Ambiguous
131650	GOJ1L4ZO0WN3FOYLH432	Ambiguous
217059	549300TIX8J3RRFKXZ81	Ambiguous
3809446	549300DJGQ5DOWC80Q02	Ambiguous
3452123	549300LNRYUUM1W06R88	Ambiguous
3939240	B4BU8X3T48JPXZFTIS78	Ambiguous
800657	54930082GM1TWV6QVI24	Ambiguous
3192960	8WH0EE09O9V05QJZ3V89	Ambiguous
463342	5493007RSKYSDHRL7N78	Ambiguous
598534	549300VEKCSSF6IT9X67	Ambiguous
618807	5493006NTCY0P06JR884	Ambiguous
3398100	549300XU24ZDYVG3K178	Ambiguous
4839	549300VBWWV6BYQOWM67	Ambiguous
701736	5M0S7SPHSMEIN7Z5SI25	Ambiguous
913267	549300Q8B7D8VF7VVU60	Ambiguous
773247	5493006RHXW9TTBWYC94	Ambiguous
3357910	549300MZBTMEM6F0R827	Ambiguous
210434	549300DJ5SRRT97UGY49	Ambiguous
210434	549300U33A7KKYRCMJ47	Ambiguous
777441	549300P7J9S1WSW4VU68	TN
217620	549300IAV3GSO0Q2TD74	TN
625159	70WY0ID1N53Q4254VH70	TN
625159	7DMUJTL9FFTVIAG9H788	TN
514655	38PG5GG0OEQK4QMSKE59	TN
376442	549300IAV3GSO0Q2TD74	TN
3560420	549300BZTITCLMZ3TL46	TN
294023	549300JOYC0RUSF9DL04	TN
338178	5493004LN4GS7BNXIO13	TN
3455227	549300361WHGAHSILK98	TN
746942	549300MREHQH0F0T2I60	TN
746942	62QLBUYGD5B0HB0RFF84	TN
918918	549300ABYZD2SFD5JB29	TN
500256	549300CUL44QXBGFJM68	TN
435750	549300JOYC0RUSF9DL04	TN
998844	5493006HXEF6V2NZED40	TN
357937	549300PQQ811NIDWVF29	TN
811457	549300CUL44QXBGFJM68	TN
296456	5493009V3WNJX9V2GZ85	TN
172859	549300JOYC0RUSF9DL04	TN
4368351	549300Q7Z82GBWDBKV57	TN
4368351	549300O20SI532BB3E87	TN
1014965	549300IAV3GSO0Q2TD74	TN
801654	549300JOYC0RUSF9DL04	TN
3391718	6PTKHDJ8HDUF78PFWH30	TN
3391718	FDXQ75GPEQKRPWABYN63	TN
914330	549300CUL44QXBGFJM68	TN
3207921	VLP5AP0XK2GM6GKD1007	TN
479567	549300CUL44QXBGFJM68	TN
516855	549300NIXL7EJEGA5V78	TN
513340	549300XQ8DRJT0OETE90	TN
378642	5JQ7W3GWO8J5DAE5WR19	TN
540926	549300JZUANXM0YQ4W53	TN
469737	549300XQ8DRJT0OETE90	TN
3606971	549300Y5YUNNHUW2EQ06	TN
984650	549300NQ6JHMRWQ5IH65	TN
3582673	549300FQO5YYLKGJU246	TN
653648	XC7Z0BA39TU7L1AKOJ12	TN
28152	COINQMNIM6RBU631DD85	TN
2954497	22F6YHL5DBRAUX8IQW72	TN
321947	5493009FW6VEXI4KI776	TN
321947	549300T7AIY7RU1YDP31	TN
378651	549300IAV3GSO0Q2TD74	TN
962854	KI0VI4JRMCIJ329YTN75	TN
3545258	549300IO2HBBQML6NY62	TN
90579	5U85JMGQVRUUD6EAS211	TN
365325	549300OPKCV6BLMDSL66	TN
365325	549300RA8FPV4K1HE018	TN
693073	5493008CPTDVOS570626	TN
693073	549300DPWFIO1S3DF358	TN
328357	549300IPOYGXY3GXY258	TN
593249	5493006HXEF6V2NZED40	TN
617743	549300IAV3GSO0Q2TD74	TN
444471	5493009MESRD4NE61I58	TN
151957	549300JOYC0RUSF9DL04	TN
940852	5493002PU0KOD7M34E71	TN
239659	549300DT7WZ1SOTNFJ62	TN
239659	G5AHTAP80NWA3Q8RDC78	TN
239659	549300OBO7DOF2KOP535	TN
432012	LDVFX8JEECFFE8HRWA73	TN
548641	549300JOYC0RUSF9DL04	TN
994435	549300RA8FPV4K1HE018	TN
491653	549300XQ8DRJT0OETE90	TN
491653	70WY0ID1N53Q4254VH70	TN
586960	549300RBWA4J4QTPSY69	TN
870856	549300CUL44QXBGFJM68	TN
926342	549300BN5FCX4NJONC21	TN
42448	549300JOYC0RUSF9DL04	TN
42448	549300IAV3GSO0Q2TD74	TN
